pwsid,year,source_type,source_status,number_of_sources
CA1510017,2022,groundwater,approved,11
CA1510017,2022,surface water,approved,0
CA1510017,2022,purchased groundwater,approved,0
CA1510017,2022,purchased surface water,approved,0
CA1510017,2022,standby sources,approved,0
CA1510017,2022,emergency interties,approved,2
CA1510017,2022,inactive,approved,19
CA1510017,2022,proposed,approved,0
CA1510018,2022,groundwater,approved,2
CA1510018,2022,surface water,approved,0
CA1510018,2022,purchased groundwater,approved,0
CA1510018,2022,purchased surface water,approved,1
CA1510018,2022,standby sources,approved,0
CA1510018,2022,emergency interties,approved,0
CA1510018,2022,inactive,approved,10
CA1510018,2022,proposed,approved,0
CA1510019,2022,groundwater,approved,7
CA1510019,2022,surface water,approved,0
CA1510019,2022,purchased groundwater,approved,0
CA1510019,2022,purchased surface water,approved,0
CA1510019,2022,standby sources,approved,0
CA1510019,2022,emergency interties,approved,0
CA1510019,2022,inactive,approved,7
CA1510019,2022,proposed,approved,0
CA1510020,2022,groundwater,approved,6
CA1510020,2022,surface water,approved,0
CA1510020,2022,purchased groundwater,approved,0
CA1510020,2022,purchased surface water,approved,0
CA1510020,2022,standby sources,approved,0
CA1510020,2022,emergency interties,approved,1
CA1510020,2022,inactive,approved,1
CA1510020,2022,proposed,approved,0
CA1510021,2022,groundwater,approved,6
CA1510021,2022,surface water,approved,0
CA1510021,2022,purchased groundwater,approved,0
CA1510021,2022,purchased surface water,approved,0
CA1510021,2022,standby sources,approved,0
CA1510021,2022,emergency interties,approved,0
CA1510021,2022,inactive,approved,5
CA1510021,2022,proposed,approved,0
CA1510022,2022,groundwater,approved,13
CA1510022,2022,surface water,approved,0
CA1510022,2022,purchased groundwater,approved,0
CA1510022,2022,purchased surface water,approved,0
CA1510022,2022,standby sources,approved,0
CA1510022,2022,emergency interties,approved,0
CA1510022,2022,inactive,approved,3
CA1510022,2022,proposed,approved,3
CA1510024,2022,groundwater,approved,7
CA1510024,2022,surface water,approved,0
CA1510024,2022,purchased groundwater,approved,0
CA1510024,2022,purchased surface water,approved,0
CA1510024,2022,standby sources,approved,0
CA1510024,2022,emergency interties,approved,0
CA1510024,2022,inactive,approved,1
CA1510024,2022,proposed,approved,0
CA1510025,2022,groundwater,approved,4
CA1510025,2022,surface water,approved,0
CA1510025,2022,purchased groundwater,approved,0
CA1510025,2022,purchased surface water,approved,0
CA1510025,2022,standby sources,approved,0
CA1510025,2022,emergency interties,approved,0
CA1510025,2022,inactive,approved,7
CA1510025,2022,proposed,approved,0
CA1510028,2022,groundwater,approved,7
CA1510028,2022,surface water,approved,0
CA1510028,2022,purchased groundwater,approved,0
CA1510028,2022,purchased surface water,approved,0
CA1510028,2022,standby sources,approved,1
CA1510028,2022,emergency interties,approved,0
CA1510028,2022,inactive,approved,2
CA1510028,2022,proposed,approved,0
CA1510029,2022,groundwater,approved,13
CA1510029,2022,surface water,approved,0
CA1510029,2022,purchased groundwater,approved,0
CA1510029,2022,purchased surface water,approved,0
CA1510029,2022,standby sources,approved,0
CA1510029,2022,emergency interties,approved,0
CA1510029,2022,inactive,approved,16
CA1510029,2022,proposed,approved,0
CA1510031,2022,groundwater,approved,62
CA1510031,2022,surface water,approved,0
CA1510031,2022,purchased groundwater,approved,0
CA1510031,2022,purchased surface water,approved,2
CA1510031,2022,standby sources,approved,0
CA1510031,2022,emergency interties,approved,0
CA1510031,2022,inactive,approved,10
CA1510031,2022,proposed,approved,2
CA1510032,2022,groundwater,approved,4
CA1510032,2022,surface water,approved,0
CA1510032,2022,purchased groundwater,approved,0
CA1510032,2022,purchased surface water,approved,1
CA1510032,2022,standby sources,approved,0
CA1510032,2022,emergency interties,approved,0
CA1510032,2022,inactive,approved,6
CA1510032,2022,proposed,approved,0
CA1510033,2022,groundwater,approved,3
CA1510033,2022,surface water,approved,1
CA1510033,2022,purchased groundwater,approved,0
CA1510033,2022,purchased surface water,approved,0
CA1510033,2022,standby sources,approved,1
CA1510033,2022,emergency interties,approved,0
CA1510033,2022,inactive,approved,34
CA1510033,2022,proposed,approved,0
CA1510038,2022,groundwater,approved,7
CA1510038,2022,surface water,approved,0
CA1510038,2022,purchased groundwater,approved,0
CA1510038,2022,purchased surface water,approved,0
CA1510038,2022,standby sources,approved,0
CA1510038,2022,emergency interties,approved,0
CA1510038,2022,inactive,approved,36
CA1510038,2022,proposed,approved,0
CA1510045,2022,groundwater,approved,11
CA1510045,2022,surface water,approved,0
CA1510045,2022,purchased groundwater,approved,0
CA1510045,2022,purchased surface water,approved,0
CA1510045,2022,standby sources,approved,0
CA1510045,2022,emergency interties,approved,1
CA1510045,2022,inactive,approved,9
CA1510045,2022,proposed,approved,0
CA1510055,2022,groundwater,approved,11
CA1510055,2022,surface water,approved,1
CA1510055,2022,purchased groundwater,approved,0
CA1510055,2022,purchased surface water,approved,1
CA1510055,2022,standby sources,approved,0
CA1510055,2022,emergency interties,approved,0
CA1510055,2022,inactive,approved,8
CA1510055,2022,proposed,approved,0
CA1510800,2022,groundwater,approved,2
CA1510800,2022,surface water,approved,0
CA1510800,2022,purchased groundwater,approved,0
CA1510800,2022,purchased surface water,approved,0
CA1510800,2022,standby sources,approved,0
CA1510800,2022,emergency interties,approved,0
CA1510800,2022,inactive,approved,4
CA1510800,2022,proposed,approved,0
CA1510801,2022,groundwater,approved,2
CA1510801,2022,surface water,approved,0
CA1510801,2022,purchased groundwater,approved,0
CA1510801,2022,purchased surface water,approved,0
CA1510801,2022,standby sources,approved,0
CA1510801,2022,emergency interties,approved,0
CA1510801,2022,inactive,approved,0
CA1510801,2022,proposed,approved,0
CA1510802,2022,groundwater,approved,2
CA1510802,2022,surface water,approved,0
CA1510802,2022,purchased groundwater,approved,0
CA1510802,2022,purchased surface water,approved,0
CA1510802,2022,standby sources,approved,0
CA1510802,2022,emergency interties,approved,0
CA1510802,2022,inactive,approved,0
CA1510802,2022,proposed,approved,0
CA1610001,2022,groundwater,approved,3
CA1610001,2022,surface water,approved,0
CA1610001,2022,purchased groundwater,approved,0
CA1610001,2022,purchased surface water,approved,0
CA1610001,2022,standby sources,approved,0
CA1610001,2022,emergency interties,approved,0
CA1610001,2022,inactive,approved,5
CA1610001,2022,proposed,approved,0
CA1610002,2022,groundwater,approved,0
CA1610002,2022,surface water,approved,1
CA1610002,2022,purchased groundwater,approved,0
CA1610002,2022,purchased surface water,approved,0
CA1610002,2022,standby sources,approved,0
CA1610002,2022,emergency interties,approved,0
CA1610002,2022,inactive,approved,0
CA1610002,2022,proposed,approved,0
CA1610003,2022,groundwater,approved,12
CA1610003,2022,surface water,approved,0
CA1610003,2022,purchased groundwater,approved,0
CA1610003,2022,purchased surface water,approved,0
CA1610003,2022,standby sources,approved,0
CA1610003,2022,emergency interties,approved,0
CA1610003,2022,inactive,approved,31
CA1610003,2022,proposed,approved,0
CA1610004,2022,groundwater,approved,8
CA1610004,2022,surface water,approved,0
CA1610004,2022,purchased groundwater,approved,0
CA1610004,2022,purchased surface water,approved,0
CA1610004,2022,standby sources,approved,0
CA1610004,2022,emergency interties,approved,0
CA1610004,2022,inactive,approved,10
CA1610004,2022,proposed,approved,0
CA1610005,2022,groundwater,approved,11
CA1610005,2022,surface water,approved,0
CA1610005,2022,purchased groundwater,approved,0
CA1610005,2022,purchased surface water,approved,0
CA1610005,2022,standby sources,approved,0
CA1610005,2022,emergency interties,approved,0
CA1610005,2022,inactive,approved,4
CA1610005,2022,proposed,approved,0
CA1710001,2022,groundwater,approved,0
CA1710001,2022,surface water,approved,1
CA1710001,2022,purchased groundwater,approved,0
CA1710001,2022,purchased surface water,approved,0
CA1710001,2022,standby sources,approved,0
CA1710001,2022,emergency interties,approved,0
CA1710001,2022,inactive,approved,3
CA1710001,2022,proposed,approved,0
CA1710002,2022,groundwater,approved,0
CA1710002,2022,surface water,approved,1
CA1710002,2022,purchased groundwater,approved,0
CA1710002,2022,purchased surface water,approved,0
CA1710002,2022,standby sources,approved,0
CA1710002,2022,emergency interties,approved,1
CA1710002,2022,inactive,approved,0
CA1710002,2022,proposed,approved,0
CA1710003,2022,groundwater,approved,0
CA1710003,2022,surface water,approved,1
CA1710003,2022,purchased groundwater,approved,0
CA1710003,2022,purchased surface water,approved,0
CA1710003,2022,standby sources,approved,0
CA1710003,2022,emergency interties,approved,2
CA1710003,2022,inactive,approved,0
CA1710003,2022,proposed,approved,0
CA1710004,2022,groundwater,approved,4
CA1710004,2022,surface water,approved,1
CA1710004,2022,purchased groundwater,approved,0
CA1710004,2022,purchased surface water,approved,0
CA1710004,2022,standby sources,approved,0
CA1710004,2022,emergency interties,approved,0
CA1710004,2022,inactive,approved,0
CA1710004,2022,proposed,approved,0
CA1710005,2022,groundwater,approved,0
CA1710005,2022,surface water,approved,1
CA1710005,2022,purchased groundwater,approved,0
CA1710005,2022,purchased surface water,approved,0
CA1710005,2022,standby sources,approved,0
CA1710005,2022,emergency interties,approved,0
CA1710005,2022,inactive,approved,0
CA1710005,2022,proposed,approved,0
CA1710006,2022,groundwater,approved,0
CA1710006,2022,surface water,approved,1
CA1710006,2022,purchased groundwater,approved,0
CA1710006,2022,purchased surface water,approved,0
CA1710006,2022,standby sources,approved,0
CA1710006,2022,emergency interties,approved,1
CA1710006,2022,inactive,approved,1
CA1710006,2022,proposed,approved,0
CA1710007,2022,groundwater,approved,5
CA1710007,2022,surface water,approved,0
CA1710007,2022,purchased groundwater,approved,0
CA1710007,2022,purchased surface water,approved,0
CA1710007,2022,standby sources,approved,0
CA1710007,2022,emergency interties,approved,0
CA1710007,2022,inactive,approved,3
CA1710007,2022,proposed,approved,0
CA1710008,2022,groundwater,approved,0
CA1710008,2022,surface water,approved,1
CA1710008,2022,purchased groundwater,approved,0
CA1710008,2022,purchased surface water,approved,0
CA1710008,2022,standby sources,approved,0
CA1710008,2022,emergency interties,approved,0
CA1710008,2022,inactive,approved,1
CA1710008,2022,proposed,approved,0
CA1710014,2022,groundwater,approved,0
CA1710014,2022,surface water,approved,1
CA1710014,2022,purchased groundwater,approved,0
CA1710014,2022,purchased surface water,approved,0
CA1710014,2022,standby sources,approved,0
CA1710014,2022,emergency interties,approved,0
CA1710014,2022,inactive,approved,0
CA1710014,2022,proposed,approved,0
CA1710015,2022,groundwater,approved,3
CA1710015,2022,surface water,approved,0
CA1710015,2022,purchased groundwater,approved,0
CA1710015,2022,purchased surface water,approved,0
CA1710015,2022,standby sources,approved,0
CA1710015,2022,emergency interties,approved,0
CA1710015,2022,inactive,approved,1
CA1710015,2022,proposed,approved,0
CA1710021,2022,groundwater,approved,0
CA1710021,2022,surface water,approved,1
CA1710021,2022,purchased groundwater,approved,0
CA1710021,2022,purchased surface water,approved,0
CA1710021,2022,standby sources,approved,0
CA1710021,2022,emergency interties,approved,1
CA1710021,2022,inactive,approved,0
CA1710021,2022,proposed,approved,0
CA1805004,2022,groundwater,approved,7
CA1805004,2022,surface water,approved,0
CA1805004,2022,purchased groundwater,approved,0
CA1805004,2022,purchased surface water,approved,0
CA1805004,2022,standby sources,approved,0
CA1805004,2022,emergency interties,approved,0
CA1805004,2022,inactive,approved,2
CA1805004,2022,proposed,approved,0
CA1810001,2022,groundwater,approved,5
CA1810001,2022,surface water,approved,0
CA1810001,2022,purchased groundwater,approved,0
CA1810001,2022,purchased surface water,approved,0
CA1810001,2022,standby sources,approved,0
CA1810001,2022,emergency interties,approved,0
CA1810001,2022,inactive,approved,2
CA1810001,2022,proposed,approved,0
CA1900046,2022,groundwater,approved,3
CA1900046,2022,surface water,approved,0
CA1900046,2022,purchased groundwater,approved,0
CA1900046,2022,purchased surface water,approved,0
CA1900046,2022,standby sources,approved,2
CA1900046,2022,emergency interties,approved,1
CA1900046,2022,inactive,approved,8
CA1900046,2022,proposed,approved,0
CA1910001,2022,groundwater,approved,9
CA1910001,2022,surface water,approved,0
CA1910001,2022,purchased groundwater,approved,1
CA1910001,2022,purchased surface water,approved,1
CA1910001,2022,standby sources,approved,0
CA1910001,2022,emergency interties,approved,0
CA1910001,2022,inactive,approved,5
CA1910001,2022,proposed,approved,0
CA1910003,2022,groundwater,approved,11
CA1910003,2022,surface water,approved,0
CA1910003,2022,purchased groundwater,approved,0
CA1910003,2022,purchased surface water,approved,0
CA1910003,2022,standby sources,approved,1
CA1910003,2022,emergency interties,approved,1
CA1910003,2022,inactive,approved,11
CA1910003,2022,proposed,approved,0
CA1910004,2022,groundwater,approved,7
CA1910004,2022,surface water,approved,0
CA1910004,2022,purchased groundwater,approved,2
CA1910004,2022,purchased surface water,approved,0
CA1910004,2022,standby sources,approved,0
CA1910004,2022,emergency interties,approved,5
CA1910004,2022,inactive,approved,15
CA1910004,2022,proposed,approved,0
CA1910005,2022,groundwater,approved,2
CA1910005,2022,surface water,approved,0
CA1910005,2022,purchased groundwater,approved,0
CA1910005,2022,purchased surface water,approved,3
CA1910005,2022,standby sources,approved,0
CA1910005,2022,emergency interties,approved,0
CA1910005,2022,inactive,approved,2
CA1910005,2022,proposed,approved,0
CA1910006,2022,groundwater,approved,11
CA1910006,2022,surface water,approved,2
CA1910006,2022,purchased groundwater,approved,0
CA1910006,2022,purchased surface water,approved,0
CA1910006,2022,standby sources,approved,0
CA1910006,2022,emergency interties,approved,0
CA1910006,2022,inactive,approved,20
CA1910006,2022,proposed,approved,0
CA1910007,2022,groundwater,approved,11
CA1910007,2022,surface water,approved,2
CA1910007,2022,purchased groundwater,approved,0
CA1910007,2022,purchased surface water,approved,1
CA1910007,2022,standby sources,approved,1
CA1910007,2022,emergency interties,approved,1
CA1910007,2022,inactive,approved,3
CA1910007,2022,proposed,approved,0
CA1910009,2022,groundwater,approved,7
CA1910009,2022,surface water,approved,0
CA1910009,2022,purchased groundwater,approved,0
CA1910009,2022,purchased surface water,approved,0
